"overviewpage","tournament","tournament_group","league","region","year","matchid","datetime_utc","matchround","matchnumber","team","opposingteam","result","gameswon","gameslost"
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_2","2022-10-13 20:05:00","Day 5","2","Fnatic","T1","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_2","2022-10-13 20:05:00","Day 5","2","T1","Fnatic","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_3","2022-10-13 21:00:00","Day 5","3","Cloud9","EDward Gaming","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_3","2022-10-13 21:00:00","Day 5","3","EDward Gaming","Cloud9","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_4","2022-10-13 21:59:00","Day 5","4","Fnatic","EDward Gaming","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_4","2022-10-13 21:59:00","Day 5","4","EDward Gaming","Fnatic","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_5","2022-10-13 22:54:00","Day 5","5","Cloud9","T1","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_5","2022-10-13 22:54:00","Day 5","5","T1","Cloud9","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_6","2022-10-13 23:44:00","Day 5","6","EDward Gaming","T1","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_6","2022-10-13 23:44:00","Day 5","6","T1","EDward Gaming","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_1","2022-10-14 19:13:00","Day 6","1","G2 Esports","Evil Geniuses.NA","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_1","2022-10-14 19:13:00","Day 6","1","Evil Geniuses.NA","G2 Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_2","2022-10-14 20:10:00","Day 6","2","JD Gaming","Evil Geniuses.NA","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_2","2022-10-14 20:10:00","Day 6","2","Evil Geniuses.NA","JD Gaming","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_3","2022-10-14 21:07:00","Day 6","3","G2 Esports","DWG KIA","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_3","2022-10-14 21:07:00","Day 6","3","DWG KIA","G2 Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_4","2022-10-14 21:56:00","Day 6","4","G2 Esports","JD Gaming","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_4","2022-10-14 21:56:00","Day 6","4","JD Gaming","G2 Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_5","2022-10-14 22:53:00","Day 6","5","Evil Geniuses.NA","DWG KIA","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_5","2022-10-14 22:53:00","Day 6","5","DWG KIA","Evil Geniuses.NA","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_6","2022-10-15 00:00:00","Day 6","6","DWG KIA","JD Gaming","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 6_6","2022-10-15 00:00:00","Day 6","6","JD Gaming","DWG KIA","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_1","2022-10-15 19:12:00","Day 7","1","Rogue (European Team)","GAM Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_1","2022-10-15 19:12:00","Day 7","1","GAM Esports","Rogue (European Team)","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_2","2022-10-15 20:07:00","Day 7","2","GAM Esports","Top Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_2","2022-10-15 20:07:00","Day 7","2","Top Esports","GAM Esports","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_3","2022-10-15 21:20:00","Day 7","3","DRX","Rogue (European Team)","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_3","2022-10-15 21:20:00","Day 7","3","Rogue (European Team)","DRX","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_4","2022-10-15 22:16:00","Day 7","4","GAM Esports","DRX","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_4","2022-10-15 22:16:00","Day 7","4","DRX","GAM Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_5","2022-10-15 23:13:00","Day 7","5","Top Esports","Rogue (European Team)","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_5","2022-10-15 23:13:00","Day 7","5","Rogue (European Team)","Top Esports","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_6","2022-10-16 00:02:00","Day 7","6","DRX","Top Esports","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 7_6","2022-10-16 00:02:00","Day 7","6","Top Esports","DRX","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_1","2022-10-16 19:18:00","Day 8","1","CTBC Flying Oyster","100 Thieves","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_1","2022-10-16 19:18:00","Day 8","1","100 Thieves","CTBC Flying Oyster","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_2","2022-10-16 20:15:00","Day 8","2","Gen.G","CTBC Flying Oyster","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_2","2022-10-16 20:15:00","Day 8","2","CTBC Flying Oyster","Gen.G","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_3","2022-10-16 21:17:00","Day 8","3","100 Thieves","Royal Never Give Up","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_3","2022-10-16 21:17:00","Day 8","3","Royal Never Give Up","100 Thieves","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_4","2022-10-16 22:20:00","Day 8","4","Gen.G","100 Thieves","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_4","2022-10-16 22:20:00","Day 8","4","100 Thieves","Gen.G","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_5","2022-10-16 23:25:00","Day 8","5","Royal Never Give Up","CTBC Flying Oyster","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_5","2022-10-16 23:25:00","Day 8","5","CTBC Flying Oyster","Royal Never Give Up","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_6","2022-10-17 00:23:00","Day 8","6","Gen.G","Royal Never Give Up","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 8_6","2022-10-17 00:23:00","Day 8","6","Royal Never Give Up","Gen.G","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Finals_1","2022-11-06 04:42:00","Finals","1","DRX","T1","Win",3,2
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Finals_1","2022-11-06 04:42:00","Finals","1","T1","DRX","Loss",2,3
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Quarterfinals_1","2022-10-20 22:54:00","Quarterfinals","1","Rogue (European Team)","JD Gaming","Loss",0,3
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Quarterfinals_1","2022-10-20 22:54:00","Quarterfinals","1","JD Gaming","Rogue (European Team)","Win",3,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Quarterfinals_2","2022-10-21 23:18:00","Quarterfinals","2","Royal Never Give Up","T1","Loss",0,3
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Quarterfinals_2","2022-10-21 23:18:00","Quarterfinals","2","T1","Royal Never Give Up","Win",3,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Quarterfinals_3","2022-10-23 00:49:00","Quarterfinals","3","Gen.G","DWG KIA","Win",3,2
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Quarterfinals_3","2022-10-23 00:49:00","Quarterfinals","3","DWG KIA","Gen.G","Loss",2,3
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Quarterfinals_4","2022-10-24 01:33:00","Quarterfinals","4","DRX","EDward Gaming","Win",3,2
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Quarterfinals_4","2022-10-24 01:33:00","Quarterfinals","4","EDward Gaming","DRX","Loss",2,3
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Semifinals_1","2022-10-30 00:10:00","Semifinals","1","JD Gaming","T1","Loss",1,3
