"tournament","tournament_group","overviewpage","team","nplayerinteam","player","role","flag"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","TSM",2,"TheOddOne","Jungle","Canada"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","TSM",3,"Reginald","Mid","United States"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","TSM",4,"Chaox","Bot","China"
"Worlds Season 2","Worlds Season 2","Season 2 World Championship","TSM",5,"Xpecial","Support","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Cloud9",1,"Balls","Top","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Cloud9",2,"Meteos","Jungle","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Cloud9",3,"Hai","Mid","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Cloud9",4,"Sneaky","Bot","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Cloud9",5,"LemonNation","Support","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Cloud9",6,"Alex Penn","Coach","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Fnatic",1,"sOAZ","Top","France"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Fnatic",2,"Cyanide","Jungle","Finland"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Fnatic",3,"xPeke","Mid","Spain"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Fnatic",4,"Puszu","Bot","Estonia"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Fnatic",5,"YellOwStaR","Support","France"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Gamania Bears",1,"Steak","Top","Taiwan"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Gamania Bears",2,"Winds","Jungle","Taiwan"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Gamania Bears",3,"Maple (Huang Yi-Tang)","Mid","Taiwan"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Gamania Bears",4,"NL (Hsiung Wen-An)","Bot","Taiwan"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Gamania Bears",5,"SwordArt","Support","Taiwan"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Gambit Gaming",1,"Darien","Top","Russia"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Gambit Gaming",2,"Diamond (Danil Reshetnikov)","Jungle","Russia"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Gambit Gaming",3,"Alex Ich","Mid","Russia"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Gambit Gaming",4,"Genja","Bot","Russia"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Gambit Gaming",5,"Voidle","Support","Estonia"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","GamingGear.eu",1,"Nbs","Top","Lithuania"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","GamingGear.eu",2,"Alunir","Jungle","Lithuania"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","GamingGear.eu",3,"Mazzerin","Mid","Lithuania"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","GamingGear.eu",4,"Deadlybrother","Bot","Lithuania"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","GamingGear.eu",5,"Inspirro","Support","Lithuania"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Lemondogs",1,"zorozero","Top","Denmark"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Lemondogs",2,"dexter","Jungle","Germany"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Lemondogs",3,"Nukeduck","Mid","Norway"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Lemondogs",4,"Tabzz","Bot","Netherlands"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Lemondogs",5,"mithy","Support","Spain"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Mineski",1,"Snoy","Top","Philippines"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Mineski",2,"Kaigu","Jungle","Philippines"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Mineski",3,"Yume (Danyll Jann Balisi)","Mid","Philippines"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Mineski",4,"Exo (Eric Gubatan)","Bot","Philippines"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Mineski",5,"Tgee","Support","Philippines"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","NaJin Black Sword",1,"Expession","Top","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","NaJin Black Sword",2,"watch","Jungle","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","NaJin Black Sword",3,"Nagne","Mid","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","NaJin Black Sword",4,"PraY","Bot","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","NaJin Black Sword",5,"Cain","Support","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Oh My God",1,"Gogoing","Top","China"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Oh My God",2,"LoveLin","Jungle","China"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Oh My God",3,"Cool","Mid","China"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Oh My God",4,"San (Guo Jun-Liang)","Bot","China"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Oh My God",5,"Bigpomelo","Support","China"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Oh My God",6,"comA (Fang Hong-Ri)","Support","China"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Royal Club",1,"Godlike","Top","China"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Royal Club",2,"Lucky (Liu Jun-Jie)","Jungle","China"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Royal Club",3,"Wh1t3zZ","Mid","Hong Kong"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Royal Club",4,"Uzi (Jian Zi-Hao)","Bot","China"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Royal Club",5,"Tabe","Support","Hong Kong"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Royal Club",6,"Chris (Siu Keung)","Coach","Hong Kong"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Samsung Ozone",1,"Looper","Top","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Samsung Ozone",2,"DanDy","Jungle","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Samsung Ozone",3,"Dade","Mid","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Samsung Ozone",4,"Imp","Bot","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Samsung Ozone",5,"Mata","Support","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","SK Telecom T1",1,"Impact","Top","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","SK Telecom T1",2,"bengi","Jungle","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","SK Telecom T1",3,"Faker","Mid","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","SK Telecom T1",4,"Piglet","Bot","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","SK Telecom T1",5,"PoohManDu","Support","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","SK Telecom T1",6,"kkOma","Coach","South Korea"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Team Vulcun",1,"Sycho Sid","Top","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Team Vulcun",2,"Xmithie","Jungle","Philippines"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Team Vulcun",3,"mancloud","Mid","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Team Vulcun",4,"Zuna","Bot","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","Team Vulcun",5,"BloodWater","Support","Bulgaria"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","TSM",1,"Dyrus","Top","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","TSM",2,"TheOddOne","Jungle","Canada"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","TSM",3,"Reginald","Mid","United States"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","TSM",4,"WildTurtle","Bot","Canada"
"Worlds Season 3","Worlds Season 3","Season 3 World Championship","TSM",5,"Xpecial","Support","United States"
